"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,1,8,0.985,33.9166666666667,0.180769230769217,34.0354166666667,10.0354166666667
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,2,7,0.859,37.5,0.177272727272718,34.6822916666667,10.6822916666667
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,3,9,0.9,32.1333333333333,0.181293706293693,33.6625,9.6625
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,4,6,0.777,40.4833333333333,0.180769230769222,35.2470238095238,11.2470238095238
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,5,10,0.954,26.2166666666667,0.203496503496489,32.5227272727273,8.52272727272727
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,6,4,0.777,43.7833333333333,0.190734265734259,35.8645833333333,11.8645833333333
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,7,5,0.799,42.2833333333333,0.189160839160831,35.5763888888889,11.5763888888889
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,8,3,0.788,44.3666666666667,0.197377622377616,35.9722222222222,11.9722222222222
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,9,1,0.783,50.2666666666667,0.177272727272716,37.0208333333333,13.0208333333333
2023-07-07,"Esker Point","early",24,30,2023-07-07,0,1,1,10,2,0.757,46.65,0.183916083916075,36.4027777777778,12.4027777777778
